Record Info,Last Modified User,Last Modified Date,ID,Member Name,Primary Domain,Start Date,End Date,Funding Type,Status,Peer Reviewed?,Industry Grant?,Role,Short Title,Title,Application Summary,Grant Purpose,Area,Principal Investigator,Co-Investigators,Grant and/or Account #,Administered By,Funding Source,Project,Currency,Received Amount,Total Amount,Member Share,Monetary,Rpt,Hours Per Week,Personnel Paid,Rnw,Education Grant,Duplicate Reported,Other Details (doesn't print),Year
,"Pickering, J. Geoffrey",9/19/2011 10:16:23 PM,2090,"Pickering, J. Geoffrey",Medicine,1999,1999,Grants,Funded,True,False,Co-Principal Investigator,,Functional and Molecular Characterization of TRP Channels in Different Smooth Muscle Phenotypes,,Operating,Research,J.G. Pickering,H. Preksaitis,,,"University of Western Ontario, Department of Medicine",,,,"$52,256,241.00",,,0,,,0,False,False,,
,"Serafin, Kathy",6/9/2008 3:02:21 PM,2091,"Pickering, J. Geoffrey",Medicine,1999,1999/04,Grants,Funded,True,False,Principal Investigator,,Pre B Cell Colony Enhancing Factor and Transplant Arteriopathy,,Local Funds,,J.G. Pickering,,,,Multi Organ Transplant Service,,,,"$1,436,138.00",,,0,,,0,False,,,
,"Pickering, J. Geoffrey",9/19/2011 10:13:55 PM,2092,"Pickering, J. Geoffrey",Medicine,2003,2003/06,Grants,Funded,True,False,Principal Investigator,,Secreted Frizzled Related Proteins and Vascular Smooth Muscle Cells,,Operating,Research,,,,,Lawson Health Research Institute – Internal Research Fund,,,,"$45,798,719.00",,,0,,,0,False,False,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2093,"Pickering, J. Geoffrey",Medicine,1997,1998,Grants,Funded,True,False,Principal Investigator,,"Personnel support for post-doctoral fellow, Dr. Shaohua Li",,Post-Doctoral Fellowship,,J.G. Pickering,,,,Merck Frosst Fellowship in Medical Research,,,,"$57,851,412.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2094,"Pickering, J. Geoffrey",Medicine,1997,1998,Grants,Funded,True,False,Principal Investigator,,"Personnel support for post-doctoral fellow, Dr. Laura Saward",,Post-Doctoral Fellowship,,J.G. Pickering,,,,Heart and Stroke Foundation of Ontario Fellowship,,,,"$53,435,600.00",,,0,,,0,False,,,
,"Serafin, Kathy",4/18/2013 3:52:08 PM,2095,"Pickering, J. Geoffrey",Medicine,1998,2000,Grants,Funded,True,False,Principal Investigator,,"Personnel support for graduate student, Edward F. Rocnik",,Graduate Student Award,,J.G. Pickering,,,,Heart and Stroke Foundation of Canada Studentship,,,,"$64,424,788.00",,,0,,,0,False,False,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2096,"Pickering, J. Geoffrey",Medicine,1998,1998,Grants,Funded,True,False,Principal Investigator,,"Personnel support for summer student, Vladislav Miropolsky",,Summer Student Award,,J.G. Pickering,,,,Heart and Stroke Foundation of Ontario Schultz Award,,,,"$44,949,845.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2097,"Pickering, J. Geoffrey",Medicine,1999,1999,Grants,Funded,True,False,Principal Investigator,,"Personnel support for summer student, Vladislav Miropolsky",,Summer Student Award,,J.G. Pickering,,,,"Medical Research Council of Canada Pharmaceutical, Manufacturers Association of Canada Research Foundation",,,,"$65,294,547.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2098,"Pickering, J. Geoffrey",Medicine,1999,1999,Grants,Funded,True,False,Principal Investigator,,"Personnel support for graduate student, Daniel Whang",,Graduate Student Award,,J.G. Pickering,,,,"Heart and Stroke Foundation of Canada, Research Traineeship",,,,"$74,565,215.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2099,"Pickering, J. Geoffrey",Medicine,2002,2002,Grants,Funded,True,False,Principal Investigator,,"Personnel support for summer student, Wilfred Lee",,Summer Student Award,,J.G. Pickering,,,,Heart and Stroke Foundation of Ontario Martin L. Willis Scholarship,,,,"$18,471,747.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2100,"Pickering, J. Geoffrey",Medicine,2002,2002,Grants,Funded,True,False,Principal Investigator,,"Personnel support for graduate student, Eric van der Veer",,Graduate Student Award,,J.G. Pickering,,,,Ontario Graduate Scholarship in Science and Technology,,,,"$5,693,706.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2101,"Pickering, J. Geoffrey",Medicine,2003,2003/05,Grants,Funded,True,False,Principal Investigator,,"Personnel support for graduate student, Alison Maly",,Graduate Student Award,,J.G. Pickering,,,,NSERC Studentship Award PGS-A,,,,"$10,571,870.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2102,"Pickering, J. Geoffrey",Medicine,2003,2003/09,Grants,Funded,True,False,Principal Investigator,,"Personnel support for graduate student, Eric van der Veer",,Graduate Student Award,,J.G. Pickering,,,,Ontario Graduate Scholarship,,,,"$7,475,035.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2103,"Pickering, J. Geoffrey",Medicine,2004,2004,Grants,Funded,True,False,Principal Investigator,,"Personnel support for summer student, Wilfred Lee",,Summer Student Award,,J.G. Pickering,,,,Heart and Stroke Foundation of Ontario Schulz Scholarship,,,,"$14,641,952.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2104,"Pickering, J. Geoffrey",Medicine,2007/06,2009/06,Grants,Funded,True,False,Principal Investigator,,"Personnel support for post-doctoral fellow, Nica Borradaile",,Post-Doctoral Fellowship,,J.G. Pickering,,,,Canadian Diabetes Association Postdoctoral Research Fellowship,,,,"$30,803,601.00",,,0,,,0,False,,,
,"Serafin, Kathy",9/24/2015 9:37:18 AM,2105,"Pickering, J. Geoffrey",Medicine,2007/05,2007/09,Grants,Funded,True,False,Principal Investigator,,"Personnel support for summer student, Aliya Nurmohammed",,Summer Student Award,,J.G. Pickering,,,,Heart and Stroke Foundation of Ontario John D. Schultz Scholarship,,,,"$32,113,187.00",,,0,,,0,False,False,,
,"Serafin, Kathy",4/30/2013 9:49:58 AM,2107,"Pickering, J. Geoffrey",Medicine,2006/09,2008/03,Grants,Funded,True,False,Principal Investigator,,"Personnel support for graduate student, Eric van der Veer",,Graduate Student Award,,J.G. Pickering,,,,Heart and Stroke Foundation of Canada Doctoral Research Award,,,,"$35,886,598.00",,,0,,,0,False,False,,
,"Serafin, Kathy",9/24/2015 9:36:29 AM,2108,"Pickering, J. Geoffrey",Medicine,2006/05,2007/05,Grants,Funded,True,False,Principal Investigator,,"Personnel support for graduate student, Theodore Small",,Graduate Student Award,,J.G. Pickering,,,,Ontario Graduate Scholarship in Science and Technology,,,,"$16,391,274.00",,,0,,,0,False,False,,
,"Serafin, Kathy",9/24/2015 9:39:47 AM,2109,"Pickering, J. Geoffrey",Medicine,2006/05,2007/05,Grants,Funded,True,False,Principal Investigator,,"Personnel support for graduate student, Matthew Frontini",,Graduate Student Award,,J.G. Pickering,,,,Ontario Graduate Scholarship in Science and Technology,,,,"$29,717,017.00",,,0,,,0,False,False,,
,"Serafin, Kathy",9/24/2015 9:39:21 AM,2111,"Pickering, J. Geoffrey",Medicine,2006/05,2006/09,Grants,Funded,True,False,Principal Investigator,,"Personnel support for summer student, Jennifer Strong",,Summer Student Award,,J.G. Pickering,,,,Heart and Stroke Foundation of Ontario John D. Schultz Scholarship,,,,"$36,372,496.00",,,0,,,0,False,False,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2112,"Pickering, J. Geoffrey",Medicine,2005,2005,Grants,Funded,True,False,Principal Investigator,,"Personnel support for graduate student, Eric van der Veer",,Graduate Student Award,,J.G. Pickering,,,,Ontario Graduate Scholarship,,,,"$21,275,492.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2113,"Pickering, J. Geoffrey",Medicine,2005,2005,Grants,Funded,True,False,Principal Investigator,,"Personnel support for summer student, Wilfred Lee",,Summer Student Award,,J.G. Pickering,,,,Heart and Stroke Foundation of Ontario Schulz Scholarship,,,,"$58,036,108.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2114,"Pickering, J. Geoffrey",Medicine,2005,2005/05,Grants,Funded,True,False,Principal Investigator,,"Personnel support for graduate student, Matthew Frontini",,Graduate Student Award,,J.G. Pickering,,,,Ontario Graduate Scholarship,,,,"$67,644,296.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,2115,"Pickering, J. Geoffrey",Medicine,2005,2005,Grants,Funded,True,False,Principal Investigator,,"Personnel support for graduate student, Cynthia Ho",,Graduate Student Award,,Principal Investigator,,,,Ontario Graduate Scholarship in Science and Technology,,,,"$66,159,396.00",,,0,,,0,False,,,
,"Collier, Mary",3/17/2014 1:21:04 PM,2117,"Kostuk, William",Medicine,2007/06,2008/12,Grants,Funded,False,True,Principal Site Investigator,PLATO,"A randomized, double-blind parallel group, phase 3, efficacy and safety study of AZD6140 compared with clopidogrel for prevention of vascular events in patients with non ST or ST elevation in acute coronary syndromes (ACS).",,Clinical Trial,Research,William Kostuk,,47981,,Astra Zeneca,,,,"$27,777,604.00","$7,200.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:21:47 PM,2118,"Kostuk, William",Medicine,2007,2009,Grants,Funded,False,True,Principal Site Investigator,ATLAS,"ATLAS - A randomized, double-blind, placebo controlled multi-center, dose evaluation and confirmation study to evaluate the safety and efficacy of Rivaroxaban in combination with aspirin alone or aspirin and thienopyridine in subjects with acute coronary syndrome.",,Clinical Trial,Research,William Kostuk,,,,Janssen-Ortho Inc.,,,,"$13,135,210.00",,,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:25:10 PM,2119,"Kostuk, William",Medicine,2006,2012/02,Grants,Funded,False,True,Principal Site Investigator,FREEDOM,FREEDOM – Future revascularization evaluation in patients with diabetes mellitus,,Clinical Trial,Research,William Kostuk,,,,The Mount Sinai Medical Centre,,CAD = Canadian dollar,,"$38,693,413.00",,,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 11:54:50 AM,2120,"Kostuk, William",Medicine,2006,2013,Grants,Funded,False,True,Principal Site Investigator,AIM-HIGH,AIM-HIGH - Atherothrombosis intervention in metabolic syndrome with low HDL/high triglycerides and impact on Global Health Outcomes,,Clinical Trial,Research,William Kostuk,,,,Axio Research Company,,,,"$15,068,058.00",,,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 11:26:18 AM,2121,"Kostuk, William",Medicine,2005,2007/06,Grants,Funded,False,True,Principal Site Investigator,VIRON,"VIRON - A Phase 2, Multicentre, Double-Blind, Placebo-Controlled, Dose Escalating Trial of the Safety, Pharmacokinetics, and Biological Activity of 3 Consecutive Daily Doses of Serp-1 when Added to Conventional Therapy in Patients with Acute Coronary Syndromes (Non ST-Elevation Myocardial Infarction and/or Unstable Angina)",,Clinical Trial,Research,William Kostuk,,,,MIMC Inc,,,,"$65,002,399.00",,,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:28:27 PM,2122,"Kostuk, William",Medicine,2005,2007,Grants,Funded,False,True,Principal Site Investigator,,"PERISCOPE - A Double-Blind, Randomized Comparator-Controlled Study in Subjects with Type II Diabetes Mellitus Comparing the Effects of Pioglitazone HCl versus Glimepiride on the Rate of Progression of Atherosclerotic Disease as Measured by Intravascular Ultrasound",,Clinical Trial,Research,William Kostuk,,,,Omnicare Clinical Research,,52068,,"$45,593,379.00","$58,103.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 11:40:46 AM,2123,"Kostuk, William",Medicine,2005,2007,Grants,Funded,False,True,Principal Site Investigator,TIMI-38,TIMI-38 – A comparison of CS-747 and clopidogrel in acute coronary syndrome subjects who are to undergo percutaneous coronary intervention,,Clinical Trial,Research,William Kostuk,,,,Quintiles Canada Inc,,,,"$52,559,081.00",,,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:26:19 PM,2124,"Kostuk, William",Medicine,2001,2010,Grants,Funded,False,True,Principal Site Investigator,OAT,OAT - Occluded Artery Trial Total Occlusion Study of Canada -,,Clinical Trial,Research,William Kostuk,,,,New York University (USA),,,,"$63,699,345.00",,,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 11:28:41 AM,2125,"Kostuk, William",Medicine,2000,2006,Grants,Funded,False,False,Principal Site Investigator,COURAGE,COURAGE (Clinical outcomes utilizing revascularization and aggressive drug evaluation.,,Clinical Trial,Research,G.B. John Mancini,,,,,,,,"$55,078,216.00","$1,553,581.27",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 11:29:17 AM,2126,"Kostuk, William",Medicine,2005,2006,Grants,Funded,False,True,Principal Site Investigator,SHINE,"SHINE - A Randomized Dose Ranging Study of Hexadecasaccharide including Active Control, in Patients with Unstable Angina or Non-ST-segment Elevation Myocardial Infarction Scheduled to Undergo Percutaneous Coronary Intervention.",,Clinical Trial,Research,William Kostuk,,,,,,,,"$9,656,576.00","$54,323.69",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 11:23:02 AM,2127,"Kostuk, William",Medicine,2004,2006,Grants,Funded,False,True,Principal Site Investigator,STEEPLE,"STEEPLE - Safety and efficacy of enoxaparin in PCI patients, an international randomized evaluation -",,Clinical Trial,Research,William Kostuk,,,,,,,,"$24,426,230.00","$172,759.60",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 11:28:04 AM,2128,"Kostuk, William",Medicine,2000,2004,Grants,Funded,False,True,Principal Site Investigator,IMAGINE,IMAGINE – Ischemia Management with Accupril Post Bypass Graft via Inhibition with CoNverting Enzyme,,Clinical Trial,Research,William Kostuk,,,,,,,,"$15,200,245.00","$43,239.97",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 11:40:07 AM,2129,"Kostuk, William",Medicine,1999,2004,Grants,Funded,False,True,Principal Site Investigator,CHARM,CHARM - Candesartan Cilexetil (candesartan) in heart failure assessment of reduction in mortality and morbidity,,Clinical Trial,Research,William Kostuk,,,,,,,,"$21,453,219.00","$48,346.26",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 11:41:46 AM,2130,"Kostuk, William",Medicine,1999,2004,Grants,Funded,False,True,Principal Site Investigator,WATCH,WATCH (Warfarin and antiplatelet therapy study in chronic heart failure),,Clinical Trial,Research,William Kostuk,,,,,,,,"$41,095,594.00","$214,072.40",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 11:56:41 AM,2131,"Kostuk, William",Medicine,2000,2002,Grants,Funded,False,True,Principal Site Investigator,EPHESUS,"EPHESUS – Clinical Protocol for a double-blind, randomized, placebo-controlled trail evaluation the safety and efficacy of Eplerenone in patients with heart failure following acute myocardial infarction.",,Clinical Trial,Research,William Kostuk,,,,,,,,"$8,976,041.00","$45,521.68",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 11:59:07 AM,2132,"Kostuk, William",Medicine,2000,2002,Grants,Funded,False,True,Principal Site Investigator,PRINCESS,"PRINCESS: PRevention of re-INfarction by early treatment of CErivaStatin Study.Prospective, multicentre, double-blind, randomised, placebo-controlled, parallel-group comparison of cerivastatin 0.4 mg versus placebo in early acute treatment of post-myocardial infarction with long term follow-up treatment by cerivastatiin both groups.",,Clinical Trial,Research,William Kostuk,,,,,,,,"$61,884,285.00","$20,844.77",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 12:00:03 PM,2133,"Kostuk, William",Medicine,2000,2001,Grants,Funded,False,True,Principal Site Investigator,CREDO,CREDO – Clopidogrel for reduction of evens during observation.,,Clinical Trial,Research,William Kostuk,,,,,,,,"$64,180,919.00","$35,989.45",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 12:02:04 PM,2134,"Kostuk, William",Medicine,1997,2002,Grants,Funded,False,True,Principal Site Investigator,PEACE,PEACE -Prevention of events with angiotensin converging enzyme inhibition -,,Clinical Trial,Research,William Kostuk,,,,,,,,"$66,889,330.00","$41,920.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 12:02:55 PM,2135,"Kostuk, William",Medicine,2000,2002,Grants,Funded,False,True,Principal Site Investigator,CURE,CURE – Clopidogrel in unstable angina to prevent recurrent ischemic events,,Clinical Trial,Research,William Kostuk,,,,,,,,"$68,228,693.00","$10,793.47",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 12:04:26 PM,2136,"Kostuk, William",Medicine,2000,2002,Grants,Funded,False,False,Principal Site Investigator,HOPE-TWO,HOPE-TWO,,Clinical Trial,Research,William Kostuk,,,,,,,,"$62,553,631.00","$7,910.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:05:16 PM,2137,"Kostuk, William",Medicine,2000,2001,Grants,Funded,False,False,Principal Site Investigator,PARR-2,PARR-2 et and recovery following revascularization evaluation of outcome and cost-effectiveness using an FDG-PET guided approach to management of patients with coronary artery disease and severe LV dysfunction.,,Clinical Trial,Research,William Kostuk,,,,,,,,"$34,657,179.00",,,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:06:22 PM,2138,"Kostuk, William",Medicine,2000,2002,Grants,Funded,False,False,Co-Investigator,,Can computed rotational angiography demonstrate coronary artery disease in donor hearts -,,Clinical Trial,Research,William Kostuk,,,,,,,,"$71,404,289.00","$8,228.73",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:09:00 PM,2139,"Kostuk, William",Medicine,1998,2004,Grants,Funded,False,True,Principal Site Investigator,ACTION,ACTION – A coronary disease trial investigating outcome with nifedipine GITS,,Clinical Trial,Research,William Kostuk,,,,,,,,"$51,515,715.00","$5,681.20",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:09:53 PM,2140,"Kostuk, William",Medicine,2000,2002,Grants,Funded,False,True,Principal Site Investigator,ESPRIT,ESPRIT – Enhance suppression of the platelet GPIIb/IIIa receptor with integrilin -,,Clinical Trial,Research,William Kostuk,,,,,,,,"$67,981,254.00","$24,617.81",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:10:57 PM,2141,"Kostuk, William",Medicine,2000,2001,Grants,Funded,False,True,Principal Site Investigator,LIMIT,"LIMIT – A phase II, randomized double-blind, placebo-controlled, multicentre, angiographic trial of the safety and efficacy of rhuMab CD 18 in the acute myocardial infarction.",,Clinical Trial,Research,William Kostuk,,,,,,,,"$57,317,457.00","$2,424.28",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:12:04 PM,2142,"Kostuk, William",Medicine,1998,2001,Grants,Funded,False,True,Principal Site Investigator,,"Randomized, double-blind, placebo controlled, parallel trial to assess the effect of Valsartan on exercise capacity, quality of life and signs and symptoms in patients with stable, chronic congestive heart failure (NYHA Class II-IV).",,Clinical Trial,Research,William Kostuk,,,,,,,,"$7,131,664.00","$15,100.23",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:14:02 PM,2144,"Kostuk, William",Medicine,2000,2001,Grants,Funded,False,True,Principal Site Investigator,PRESTO,PRESTO – Prevention of restenosis with tranilast and its outcomes: a placebo-controlled trial -,,Clinical Trial,Research,William Kostuk,,,,,,,,"$39,540,720.00","$90,503.35",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:38:25 PM,2145,"Kostuk, William",Medicine,1995,1999,Grants,Funded,False,True,Principal Site Investigator,MACH-1,MACH-1 The effect of Ro 40-5967 (Mibefridil) on all causes of mortality in comparison with placebo in patients with chronic heart failure (NYHA Class II-IV) treated for approximately 2- 3 years.,,Clinical Trial,Research,William Kostuk,,,,,,,,"$4,575,072.00","$11,304.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:39:52 PM,2146,"Kostuk, William",Medicine,1995,1999,Grants,Funded,False,False,Principal Site Investigator,HOPE,HOPE - Heart outcomes prevention evaluation – Canadian Cardiovascular Collaboration -,,Clinical Trial,Research,William Kostuk,,,,,,,,"$67,917,179.00","$20,300.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:42:32 PM,2147,"Kostuk, William",Medicine,1997,1999,Grants,Funded,False,True,Principal Site Investigator,EXCITE,EXCITE –Efficacy and safety of Xemilofiban hydrochloride administration to patients undergoing coronary angioplasty or stent placement.,,Clinical Trial,Research,William Kostuk,,,,,,,,"$9,742,969.00","$61,290.55",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:43:29 PM,2148,"Kostuk, William",Medicine,1998,1999,Grants,Funded,False,True,Principal Site Investigator,,"Multicentre, randomized double-blind, placebo-controlled, parallel trial to assess the effect of Valsartan on exercise capacity, quality of life, and signs and symptoms in patients with stable, chronic congestive heart failure (NYHA Class II-IV)",,Clinical Trial,Research,William Kostuk,,,,,,,,"$42,736,137.00","$19,008.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:44:21 PM,2149,"Kostuk, William",Medicine,1997,1998,Grants,Funded,False,True,Principal Site Investigator,,"Double-blind, placebo-controlled, multi-centre, randomized, parallel group dose ranging study of the antianginal and anti-ischemic effects of Tedisamil Dihydrochloride in patients with documented coronary artery disease -",,Clinical Trial,Research,William Kostuk,,,,,,,,"$22,712,653.00","$2,140.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:45:06 PM,2150,"Kostuk, William",Medicine,1992,1997,Grants,Funded,False,True,Principal Site Investigator,GENSIA,"GENSIA – A multicentre, multinational study to evaluate the clinical utility and safety of the GenESA System to diagnose coronary artery disease in patients with known or suspected coronary artery disease",,Clinical Trial,Research,William Kostuk,,,,,,,,"$3,317,943.00","$39,600.00",,0,,,0,False,False,,
,"Hill, Linda",8/15/2014 2:09:45 PM,2151,"Mangel, Joy",Medicine,2006/01,2012/01,Grants,Funded,True,False,Collaborator,,A multi-center phase I/II clinical trial of CAMPATH-1H combined with CHOP chemotherapy for newly diagnosed peripheral T cell lymphomas.,,Clinical Trial,Research,Dr. R. Buckstein,,,,National Cancer Institute of Canada (NCIC),,,,"$39,550,559.00",,,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:46:15 PM,2152,"Kostuk, William",Medicine,1995,1997,Grants,Funded,False,False,Principal Site Investigator,,CAPRI – The effect of RO40-5967 in comparison with placebo in patients with chronic heart failure (NYA CLASS II-IV) treated for approximately 3 years. -,,Clinical Trial,Research,William Kostuk,,,,,,,,"$24,157,220.00","$66,175.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:47:06 PM,2153,"Kostuk, William",Medicine,1996,1997,Grants,Funded,False,False,Principal Site Investigator,,OASIS II – A phase II randomized comparative trial of Hirudin versus heparin and warfarin versus standard therapy for acute myocardial ischemia without ST elevation. -,,Clinical Trial,Research,William Kostuk,,,,,,,,"$20,459,194.00",$800.00,,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:49:02 PM,2154,"Kostuk, William",Medicine,1996,1997,Grants,Funded,False,False,Principal Site Investigator,,CORE,,Clinical Trial,Research,William Kostuk,,,,,,,,"$57,224,319.00",$450.00,,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:49:50 PM,2155,"Kostuk, William",Medicine,1995,1997,Grants,Funded,False,True,Principal Site Investigator,ATLAS,ATLAS – Assessment of treatment with Lisinopril and survival -,,Clinical Trial,Research,William Kostuk,,,,,,,,"$29,064,094.00","$52,242.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:48:22 PM,2156,"Kostuk, William",Medicine,1995,1999,Grants,Funded,False,True,Principal Site Investigator,PRAISE-2,"PRAISE-2 A randomized, double-blind, dose-titration, parallel group, placebo-controlled study to evaluate the effect of Amlodipine on survival in patients with congestive heart failure.",,Clinical Trial,Research,William Kostuk,,,,,,,,"$8,711,303.00","$10,587.00",,0,,,0,False,False,,
,"Gould, Derrick",7/28/2011 3:01:52 PM,2157,"Mangel, Joy",Medicine,2004,2004/09,Grants,Funded,False,False,Major,,To attend Royal College of Physicians and Surgeons of Canada Workshop for New Program Directors in Ottawa Sept 29-30 2004.,,Education Research,Education - Other,,,,,University of Western Ontario,DOM Faculty Development Fund,,,"$45,360,928.00",,,0,,,0,False,,,
,"Collier, Mary",3/17/2014 1:50:48 PM,2158,"Kostuk, William",Medicine,1996,1998,Grants,Funded,False,True,Principal Site Investigator,,EPILOG-STENT Coronary Intervention in patients with coronary artery disease -,,Clinical Trial,Research,William Kostuk,,,,,,,,"$20,824,127.00","$55,158.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:52:03 PM,2159,"Kostuk, William",Medicine,1996,1997,Grants,Funded,False,True,Principal Site Investigator,,A double-blind placebo controlled study to assess the effects of Ro47-0203 (Bosentan) on the clinical status of patients with advanced chronic heart failure and the pharmacokinetics of Ro 47-0203 (Bosentan),,Clinical Trial,Research,William Kostuk,,,,,,,,"$35,812,207.00","$29,487.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:54:51 PM,2160,"Kostuk, William",Medicine,1995,1996,Grants,Funded,False,True,Principal Site Investigator,ACHIEVE,ACHIEVE – Accupril (Quinipril HCI) congestive heart failure investigation and economic variable evaluation -,,Clinical Trial,Research,William Kostuk,,,,,,,,"$68,154,479.00","$3,480.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:56:05 PM,2161,"Kostuk, William",Medicine,1995,1996,Grants,Funded,False,True,Principal Site Investigator,,Tedisamil K.219.5034 -,,Clinical Trial,Research,William Kostuk,,,,,,,,"$64,301,613.00","$5,671.00",,0,,,0,False,False,,
,"Collier, Mary",3/17/2014 1:56:55 PM,2162,"Kostuk, William",Medicine,1994,1995,Grants,Funded,False,True,Principal Site Investigator,,Evaluation of therapeutic interventions in patients with heart failure,,Clinical Trial,Research,Wiliam Kostuk,,,,Sanofi Winthrop,,,,"$44,346,346.00","$70,101.00",,0,,,0,False,False,,
,"Gould, Derrick",7/28/2011 3:06:44 PM,2163,"Kostuk, William",Medicine,1994,1995,Grants,Funded,False,True,Principal Site Investigator,,Evaluation of pharmacological testing to assess myocardial ischemia Gensia -,,Clinical Trial,Research,,,,,Sanofi Winthop,,,,"$46,219,888.00",,,0,,,0,False,,,
,"Collier, Mary",2/27/2014 1:34:01 PM,2164,"Kostuk, William",Medicine,1994,1995,Grants,Funded,False,False,Principal Site Investigator,,Reduction of coronary artery disease risk factors – Canadian Cardiovascular Collaboration -,,Clinical Trial,Research,William Kostuk,,,,,,,,"$71,745,399.00","$23,590.00",,0,,,0,False,False,,
,"Gould, Derrick",7/28/2011 3:02:33 PM,2165,"Mangel, Joy",Medicine,2001,2002,Grants,Funded,False,False,Principal Investigator,,Neutropenic complications of CHOP-Rituximab combination therapy for the treatment of non-Hodgkin’s lymphoma in the elderly.,,Research,,Dr. Joy Mangel,,,,"Amgen Canada Inc (Mississauga, ON)",,,,"$32,718,109.00",,,0,,,0,False,,,
,"Collier, Mary",2/27/2014 1:36:01 PM,2166,"Kostuk, William",Medicine,1993,1995,Grants,Funded,False,True,Principal Site Investigator,,Assessment of antianginal agents,,Clinical Trial,Research,William Kostuk,,,,Zeneca,,,,"$39,908,512.00","$15,231.00",,0,,,0,False,False,,
,"Collier, Mary",2/27/2014 1:36:49 PM,2167,"Kostuk, William",Medicine,1993,1995,Grants,Funded,False,True,Principal Site Investigator,,Assessment of therapeutic interventions in patients with heart failure – Boehringer Ingelheim,,Clinical Trial,Research,William Kostuk,,,,Boehringer Ingelheim,,,,"$1,070,244.00","$2,500.00",,0,,,0,False,False,,
,"Collier, Mary",2/27/2014 1:38:37 PM,2168,"Kostuk, William",Medicine,1993,1994,Grants,Funded,False,True,Principal Site Investigator,,Assessment of antianginal agents,,Clinical Trial,Research,William Kostuk,,,,Gensia Ltd,,,,"$19,759,620.00","$74,766.00",,0,,,0,False,False,,
